,total_matches,total_tournaments,total_finals,total_wins,best_rank,career_span_days,avg_sets_per_match,top_10_wins,ranking_stability,wins_clay,wins_grass,wins_hard,wins_atp250,wins_atp500,wins_grand slam,wins_international,wins_international gold,wins_masters,wins_masters 1000,wins_masters cup,wins_month_1,wins_month_2,wins_month_3,wins_month_4,wins_month_5,wins_month_6,wins_month_7,wins_month_8,wins_month_9,wins_month_10,wins_month_11,wins_month_12,wins_1st_round,wins_2nd_round,wins_3rd_round,wins_4th_round,wins_quarterfinals,wins_round_robin,wins_semifinals,wins_the_final,win_rate,finals_rate
Eysseric J.,4.0,3.0,0.0,0.0,290.0,0.0,0.0,0.0,281.60255680657446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabbiano T.,88.0,55.0,0.0,26.0,70.0,1330.0,3.1538461538461537,2.0,55.409516265291664,5.0,8.0,13.0,14.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,3.0,4.0,7.0,3.0,2.0,0.0,0.0,0.0,17.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.29545454545454547,0.0
Fahlke A.,1.0,1.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Falla A.,242.0,96.0,2.0,90.0,52.0,4641.0,2.6777777777777776,4.0,40.1239796948966,23.0,16.0,51.0,35.0,5.0,21.0,10.0,5.0,3.0,11.0,0.0,15.0,7.0,10.0,3.0,9.0,15.0,14.0,9.0,1.0,7.0,0.0,0.0,64.0,19.0,1.0,0.0,3.0,1.0,2.0,0.0,0.371900826446281,0.008264462809917356
Falla A. ,1.0,1.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fancutt T.,1.0,1.0,0.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fanselow S.,1.0,1.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farah R.,9.0,6.0,0.0,3.0,210.0,7.0,2.3333333333333335,0.0,36.951464305027415,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Faria J.,2.0,2.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fasching A.,1.0,1.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faurel J.C.,9.0,9.0,0.0,2.0,175.0,30.0,2.5,0.0,19.79898987322333,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0
Fearnley J.,5.0,5.0,0.0,2.0,99.0,105.0,2.5,0.0,101.08082574520913,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
Federer R.,1393.0,125.0,153.0,1151.0,1.0,7854.0,2.6090356211989576,210.0,8.682934870292282,210.0,182.0,759.0,55.0,105.0,362.0,138.0,62.0,172.0,200.0,57.0,153.0,75.0,130.0,44.0,137.0,153.0,71.0,107.0,61.0,138.0,81.0,1.0,174.0,266.0,157.0,78.0,184.0,41.0,149.0,102.0,0.8262742282842785,0.10983488872936109
Federer R. ,9.0,4.0,1.0,6.0,1.0,3664.0,2.0,2.0,1.0327955589886446,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.6666666666666666,0.1111111111111111
Ferreira Silva F.,2.0,2.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferreira W.,204.0,64.0,2.0,115.0,11.0,1680.0,2.8173913043478263,10.0,17.90948147252649,18.0,18.0,79.0,0.0,0.0,32.0,39.0,6.0,38.0,0.0,0.0,23.0,8.0,12.0,2.0,16.0,18.0,7.0,15.0,1.0,12.0,1.0,0.0,51.0,35.0,14.0,3.0,8.0,0.0,2.0,2.0,0.5637254901960784,0.00980392156862745
Ferreiro F.,6.0,4.0,0.0,2.0,192.0,1.0,2.5,0.0,55.558977672379825,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Ferrer D.,1035.0,172.0,52.0,677.0,3.0,6140.0,2.5790251107828657,47.0,33.83783640190996,300.0,40.0,337.0,117.0,106.0,139.0,80.0,41.0,61.0,125.0,8.0,81.0,77.0,53.0,65.0,94.0,46.0,65.0,52.0,31.0,80.0,31.0,2.0,175.0,208.0,88.0,24.0,96.0,7.0,52.0,27.0,0.6541062801932367,0.050241545893719805
Ferrer D. ,1.0,1.0,0.0,1.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ferrero J.,4.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,1.1547005383792515,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Ferrero J.C.,655.0,151.0,32.0,422.0,1.0,4521.0,2.670616113744076,37.0,26.25094508739678,213.0,28.0,181.0,41.0,15.0,93.0,97.0,51.0,108.0,12.0,5.0,30.0,46.0,21.0,74.0,64.0,31.0,46.0,40.0,26.0,33.0,11.0,0.0,140.0,129.0,42.0,9.0,51.0,5.0,32.0,14.0,0.6442748091603053,0.04885496183206107
Ferrero J.C. ,1.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fery A.,2.0,2.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ficovich J.P.,3.0,2.0,0.0,1.0,244.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Fidirko N.,1.0,1.0,0.0,0.0,934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filippini M.,2.0,2.0,0.0,0.0,411.0,0.0,0.0,0.0,6.363961030678928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fils A.,89.0,47.0,4.0,50.0,20.0,632.0,2.42,4.0,36.69100338951949,16.0,5.0,29.0,25.0,11.0,5.0,0.0,0.0,0.0,9.0,0.0,5.0,6.0,2.0,4.0,4.0,3.0,9.0,3.0,3.0,11.0,0.0,0.0,22.0,13.0,2.0,0.0,6.0,0.0,4.0,3.0,0.5617977528089888,0.0449438202247191
Fischer M.,21.0,17.0,0.0,2.0,122.0,755.0,2.5,0.0,61.02604180001991,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.0
Fish A.,1.0,1.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish M.,474.0,122.0,18.0,279.0,7.0,5530.0,2.6057347670250897,22.0,77.90560029042712,22.0,44.0,213.0,47.0,14.0,49.0,75.0,26.0,32.0,36.0,0.0,23.0,38.0,37.0,10.0,12.0,32.0,35.0,60.0,8.0,22.0,2.0,0.0,116.0,80.0,23.0,6.0,30.0,0.0,18.0,6.0,0.5886075949367089,0.0379746835443038
Fitz S.,1.0,1.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flanagan I.,3.0,2.0,0.0,2.0,866.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
Fleischfresser T.,1.0,1.0,0.0,0.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fleishman Z.,24.0,16.0,0.0,7.0,141.0,1691.0,2.7142857142857144,1.0,89.56282711035868,0.0,1.0,6.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.0
Fleming C.,2.0,1.0,0.0,0.0,110.0,0.0,0.0,0.0,270.82189719444773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flygt K.,4.0,2.0,0.0,2.0,333.0,0.0,2.5,0.0,42.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Fognini F.,747.0,167.0,19.0,385.0,9.0,6651.0,2.657142857142857,16.0,40.48891846035542,222.0,24.0,139.0,145.0,61.0,68.0,14.0,3.0,3.0,91.0,0.0,22.0,48.0,25.0,42.0,54.0,22.0,70.0,36.0,20.0,41.0,5.0,0.0,176.0,117.0,21.0,2.0,41.0,0.0,19.0,9.0,0.5153949129852744,0.025435073627844713
Fogues F.,3.0,2.0,0.0,1.0,333.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Fonseca J.,12.0,9.0,0.0,5.0,217.0,64.0,2.2,0.0,237.9155512441537,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
Forbes M.,1.0,1.0,0.0,0.0,1848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forejtek J.,2.0,1.0,0.0,1.0,399.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Fornell M.,1.0,1.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fraile G.,9.0,8.0,0.0,1.0,135.0,0.0,2.0,0.0,433.9435447152083,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
Fratangelo B.,61.0,34.0,0.0,21.0,103.0,1962.0,2.619047619047619,0.0,33.08558468545621,5.0,3.0,13.0,12.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3442622950819672,0.0
Freelove O.,1.0,1.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Friberg K.,1.0,1.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Friedl L.,5.0,5.0,0.0,1.0,408.0,0.0,3.0,0.0,99.2656368874278,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Fritz T.,433.0,104.0,16.0,256.0,5.0,3434.0,2.62109375,22.0,33.32245448094871,46.0,32.0,178.0,97.0,31.0,52.0,0.0,0.0,0.0,72.0,4.0,14.0,30.0,31.0,23.0,21.0,24.0,26.0,33.0,15.0,31.0,8.0,0.0,86.0,76.0,25.0,12.0,30.0,3.0,16.0,8.0,0.5912240184757506,0.03695150115473441
Froberg J.,2.0,1.0,0.0,1.0,621.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Fromberg R.,49.0,36.0,0.0,19.0,56.0,427.0,2.8947368421052633,2.0,60.13242774905295,5.0,2.0,12.0,0.0,0.0,4.0,10.0,2.0,3.0,0.0,0.0,3.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3877551020408163,0.0
Fruttero J.P.,1.0,1.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fucsovics M.,277.0,98.0,4.0,135.0,35.0,4045.0,2.6666666666666665,3.0,34.48104532422721,38.0,15.0,82.0,59.0,25.0,27.0,0.0,0.0,0.0,24.0,0.0,15.0,17.0,17.0,16.0,17.0,10.0,7.0,11.0,6.0,15.0,4.0,0.0,80.0,38.0,6.0,1.0,4.0,0.0,4.0,2.0,0.48736462093862815,0.01444043321299639
Fukarek O.,14.0,10.0,0.0,2.0,105.0,280.0,2.0,0.0,54.244815420462075,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Furlan R.,17.0,12.0,0.0,5.0,161.0,728.0,2.4,0.0,65.10461666511148,2.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.0
Furness E.,1.0,1.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fyrstenberg M.,3.0,3.0,0.0,0.0,1469.0,0.0,0.0,0.0,287.0853531617383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabashvili T.,294.0,128.0,0.0,104.0,44.0,4185.0,2.6346153846153846,4.0,38.827567432745795,41.0,6.0,57.0,41.0,12.0,17.0,16.0,7.0,4.0,7.0,0.0,7.0,13.0,9.0,17.0,11.0,6.0,12.0,10.0,5.0,12.0,2.0,0.0,75.0,24.0,4.0,0.0,0.0,1.0,0.0,0.0,0.35374149659863946,0.0
Gaio F.,18.0,14.0,0.0,3.0,124.0,1531.0,2.6666666666666665,0.0,54.08044419607188,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
Gakhov I.,4.0,4.0,0.0,1.0,198.0,0.0,3.0,0.0,57.982756057296896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Galan D.,3.0,2.0,0.0,2.0,153.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
Galan D.E.,104.0,54.0,0.0,40.0,56.0,3295.0,2.65,1.0,78.78053168102954,21.0,5.0,14.0,26.0,3.0,8.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,6.0,7.0,0.0,2.0,10.0,5.0,2.0,2.0,0.0,0.0,28.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,0.38461538461538464,0.0
Galarneau A.,2.0,1.0,0.0,0.0,192.0,0.0,0.0,0.0,31.81980515339464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galdon P.,1.0,1.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galimberti G.,20.0,15.0,0.0,5.0,115.0,1211.0,3.2,0.0,58.97457079114693,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Gallardo M.,2.0,2.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gallardo Valles M.,2.0,2.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galovic V.,7.0,5.0,0.0,2.0,197.0,2.0,3.0,0.0,49.49747468305833,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
Galvani S.,51.0,33.0,0.0,16.0,102.0,2367.0,2.875,1.0,53.6568905618086,8.0,3.0,5.0,0.0,0.0,4.0,7.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137254901960784,0.0
Gambill J. M.,4.0,4.0,0.0,2.0,34.0,7.0,2.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Gambill J.M.,258.0,87.0,5.0,135.0,15.0,2403.0,2.4592592592592593,8.0,86.44469481528631,7.0,18.0,110.0,0.0,0.0,17.0,70.0,18.0,30.0,0.0,0.0,11.0,19.0,31.0,0.0,6.0,18.0,14.0,20.0,3.0,10.0,2.0,1.0,59.0,44.0,10.0,3.0,11.0,0.0,6.0,2.0,0.5232558139534884,0.01937984496124031
Gamonal H.,6.0,5.0,0.0,2.0,146.0,211.0,2.5,0.0,53.563046963368315,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Gao X.,1.0,1.0,0.0,0.0,944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garanganga T.,1.0,1.0,0.0,0.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garcia A.,32.0,24.0,0.0,9.0,103.0,1771.0,2.111111111111111,0.0,93.32294159836277,7.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,0.0
